business_name,business_category,address,city,state,pincode,latitude,longitude,phone_number,website,email,opening_hours,open_now,rating,review_count,description,services,business_status,source_url,collected_timestamp
Plumber Contractor noor,Plumber,"31, 17th Cross Rd, Lakkasandra, Laljinagar, Wilson Garden, Bengaluru, Karnataka 560030",Bangalore,Karnataka,560030,12.9419037,77.5992047,06360056344,,,Saturday9 am–5 pmSunday9 am–8 pmMonday9 am–5 pmTuesday9 am–5 pmWednesday9 am–5 pmThursday9 am–5 pmFriday9 am–5 pmSuggest new hours,,5.0,12,,,Operational,"https://www.google.com/maps/place/Plumber+Contractor+noor/@12.9419037,77.5992047,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1542fec6b489:0x2c81d9081c562263!8m2!3d12.9419037!4d77.5992047!16s%2Fg%2F11vjh64y71?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:42:51.268949
HAKSHAYA PLUMBING SERVICES,Plumber,"Phone :- 9686040211, NO. 867, 9TH CROSS, 16th Main Rd, BTM Layout 2nd Stage, Bengaluru, Karnataka 560076",Bangalore,Karnataka,560076,12.9089194,77.6108403,08073448436,,,Saturday7 am–11 pmSunday7 am–10 pmMonday7 am–11 pmTuesday7 am–11 pmWednesday7 am–11 pmThursday7 am–11 pmFriday7 am–11 pmSuggest new hours,,4.9,105,,,Operational,"https://www.google.com/maps/place/HAKSHAYA+PLUMBING+SERVICES/@12.9089194,77.6108403,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15aefa6c15eb:0xd94351bd4993f8b2!8m2!3d12.9089194!4d77.6108403!16s%2Fg%2F11mb520qx3?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:42:58.831327
Devis pump service,Plumber,"420, 3rd Cross Rd, Block 8, Venkataswami Layout, Adugodi, Bengaluru, Karnataka 560047",Bangalore,Karnataka,560047,12.9451866,77.6173762,,,,SaturdayOpen 24 hoursSundayOpen 24 hoursMondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursFridayOpen 24 hoursSuggest new hours,,5.0,,,,Operational,"https://www.google.com/maps/place/Devis+pump+service/@12.9451866,77.6173762,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae150073c8a8f7:0x62bd7f665679ec18!8m2!3d12.9451866!4d77.6173762!16s%2Fg%2F11z5jpnbp8?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:43:08.023498
Quikworker Services,Electrician,"Tavarekere, Narayanappa Garden, 1st Stage, BTM 1st Stage, Bengaluru, Karnataka 560029",Bangalore,Karnataka,560029,12.9219357,77.607967,08217691496,https://www.quikworker.com/,,,,4.8,167,,,Operational,"https://www.google.com/maps/place/Quikworker+Services/@12.9219357,77.607967,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae157ff9b7d763:0x9b8dc8f99a49b2d4!8m2!3d12.9219357!4d77.607967!16s%2Fg%2F11svhf9wkq?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:43:14.695536
Prompt plumbing,Plumber,"16, 7th Main Rd, KSRTC Layout, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560077",Bangalore,Karnataka,560077,12.911182,77.59441,09739513884,https://promptplumberz.com/,,Saturday9 am–10 pmSunday9 am–8 pmMonday9 am–10 pmTuesday9 am–10 pmWednesday9 am–10 pmThursday9 am–10 pmFriday9 am–10 pmSuggest new hours,,5.0,384,,,Operational,"https://www.google.com/maps/place/Prompt+plumbing/@12.911182,77.59441,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae158849d307d7:0x6a50f0ee4dd4bdc1!8m2!3d12.911182!4d77.59441!16s%2Fg%2F11vr1rt5zf?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:43:26.659551
Srisairam Plumbing services,Plumber,"No 15, 24th Main Rd, 5th Phase, Shri Kanteshwar Layout, J P Nagar Phase 5, J. P. Nagar, Bengaluru, Karnataka 560078",Bangalore,Karnataka,560078,12.8971479,77.586093,08892999030,,,,,4.8,195,,,Operational,"https://www.google.com/maps/place/Srisairam+Plumbing+services/@12.8971479,77.586093,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15e24b6067a9:0x691992ffef90978b!8m2!3d12.8971479!4d77.586093!16s%2Fg%2F11hxp111sl?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:43:35.131427
Koramangala,Plumber,"WJW8+3WH, Rajendra Nagar, Koramangala, Bengaluru, Karnataka 560047",Bangalore,Karnataka,560047,12.9451804,77.6173695,,,,,,,,,,Operational,"https://www.google.com/maps/place/Koramangala/@12.9451804,77.6173695,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1500374cd035:0x785e647351d5501d!8m2!3d12.9451804!4d77.6173695!16s%2Fg%2F11z5jf_tgj?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:43:48.010437
Korangala,Plumber,"WJR9+M8H, Koramangala 8th Block, Koramangala, Bengaluru, Karnataka 560095",Bangalore,Karnataka,560095,12.9416952,77.6183626,,,,,,3.7,3,,,Operational,"https://www.google.com/maps/place/Korangala/@12.9416952,77.6183626,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1500377d01c9:0xd9179220c6213eca!8m2!3d12.9416952!4d77.6183626!16s%2Fg%2F11wn7nh18n?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:43:58.445812
MB Hardware,Ceramics wholesaler,"17, 100 Feet Ring Rd, opp. to sbi bank, KEB Colony, New Gurappana Palya, 1st Stage, BTM 1st Stage, Bengaluru, Karnataka 560029",Bangalore,Karnataka,560029,12.9168415,77.6048001,08884365088,,,Saturday10 am–8 pmSunday10 am–1 pmMonday10 am–8 pmTuesday10 am–8 pmWednesday10 am–8 pmThursday10 am–8 pmFriday10 am–8 pmSuggest new hours,,4.8,58,,,Operational,"https://www.google.com/maps/place/MB+Hardware/@12.9168415,77.6048001,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15d7b5617d6d:0xd24172729ceeb76b!8m2!3d12.9168415!4d77.6048001!16s%2Fg%2F11nfbs2mrq?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:44:06.939918
Jagan plumber,Plumber,"#40, Garden Layout Rd, 2nd Sector, Garden Layout, Sector 2, HSR Layout, Bengaluru, Karnataka 560102",Bangalore,Karnataka,560102,12.9052789,77.6470191,09060206789,,,Saturday8 am–8 pmSunday8 am–8 pmMonday8 am–8 pmTuesday8 am–8 pmWednesday8 am–8 pmThursday8 am–8 pmFriday8 am–8 pmSuggest new hours,,4.8,200,,,Operational,"https://www.google.com/maps/place/Jagan+plumber/@12.9052789,77.6470191,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae152ea9b007b3:0xd2c3395a2d1faa10!8m2!3d12.9052789!4d77.6470191!16s%2Fg%2F11fw4f58_v?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:44:15.136199
GBJ Plumbing Services,Plumber,"24th Main Rd, Agara Village, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",Bangalore,Karnataka,560102,12.919777,77.6493673,08431933890,https://sites.google.com/view/gbjplumbingservicesinbangalore/home,,Saturday8 am–8 pmSunday8 am–8 pmMonday8 am–8 pmTuesday8 am–8 pmWednesday8 am–8 pmThursday8 am–8 pmFriday8 am–8 pmSuggest new hours,,4.9,74,,,Operational,"https://www.google.com/maps/place/GBJ+Plumbing+Services/@12.919777,77.6493673,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae150b5b1818c7:0xb133bcfe3ddaa5e8!8m2!3d12.919777!4d77.6493673!16s%2Fg%2F11khl1l5t8?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:44:21.871898
Waterpoofing Pro,Waterproofing service,"24, 1st main Road, 13th Cross, Papaiah Layout, BTM 1st Stage, Bengaluru, Karnataka 560068",Bangalore,Karnataka,560068,12.9197205,77.6169443,09902043297,https://waterproofingpro.in/,,SaturdayOpen 24 hoursSundayOpen 24 hoursMondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursFridayOpen 24 hoursSuggest new hours,,4.9,15,,,Operational,"https://www.google.com/maps/place/Waterpoofing+Pro/@12.9197205,77.6169443,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae152127bbd74f:0x48c820e272bdf390!8m2!3d12.9197205!4d77.6169443!16s%2Fg%2F11vr1zlw6f?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:44:28.070201
Ravi Plumbing Services,Plumber,"v, begur (H, 01, 9th Main Hongasandra GB Palya Rd, Hosapalaya, Muneshwara Nagar, Bengaluru, Karnataka 560102",Bangalore,Karnataka,560102,12.8984974,77.6432628,09182863233,http://raviplumingservices.com/,,Saturday8 am–9 pmSunday8 am–9 pmMonday8 am–9 pmTuesday8 am–9 pmWednesday8 am–9 pmThursday8 am–9 pmFriday8 am–9 pmSuggest new hours,,4.9,38,,,Operational,"https://www.google.com/maps/place/Ravi+Plumbing+Services/@12.8984974,77.6432628,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15dfc75acbc1:0x4e1d0d0f0ad98dbf!8m2!3d12.8984974!4d77.6432628!16s%2Fg%2F11vxx56rq2?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:44:34.321414
Lucky Hardware and Sanitary,Hardware store,"Ground Floor, KR Nanjappa Layout, No 4, 1st Cross, opp. to Narayana School, Koramangala 8th Block, Koramangala, Bengaluru, Karnataka 560095",Bangalore,Karnataka,560095,12.942213,77.6147786,09845269946,,,Saturday8:30 am–9 pmSunday8:30 am–9 pmMonday8:30 am–9 pmTuesday8:30 am–9 pmWednesday8:30 am–9 pmThursday8:30 am–9 pmFriday8:30 am–9 pmSuggest new hours,,5.0,15,,,Operational,"https://www.google.com/maps/place/Lucky+Hardware+and+Sanitary/@12.942213,77.6147786,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15d131496299:0x295f7c1dfc847e24!8m2!3d12.942213!4d77.6147786!16s%2Fg%2F11z7p3nb1r?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:44:41.987101
"Worxury - False ceiling, Home renovation and Interior decor",General contractor,"05, 301, 3rd Floor, 9th Main, Bannerghatta Rd, above Shreeraj Lassi Bar, BTM 1st Stage, Bengaluru, Karnataka 560029",Bangalore,Karnataka,560029,12.9211047,77.6002994,09019120183,http://www.worxury.com/,,,,4.7,150,,,Operational,"https://www.google.com/maps/place/Worxury+-+False+ceiling,+Home+renovation+and+Interior+decor/@12.9211047,77.6002994,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15c7e7fa4599:0xbc05f79a83f8354b!8m2!3d12.9211047!4d77.6002994!16s%2Fg%2F11t2y8_sgk?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:44:48.686484
BALAJI ELETRICAL AND PLUMBING WORKS,Electric motor repair shop,"NO 264 , 1st Cross, 1st Main Rd, Bharathi Layout, S.G. Palya, Bengaluru, Karnataka 560029",Bangalore,Karnataka,560029,12.9282354,77.6064345,,,,,,5.0,,,,Operational,"https://www.google.com/maps/place/BALAJI+ELETRICAL+AND+PLUMBING+WORKS/@12.9282354,77.6064345,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15ec6e6ca02d:0xd614e84a0c1125a5!8m2!3d12.9282354!4d77.6064345!16s%2Fg%2F11h5rdjsqw?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:44:58.598291
Anil Business,Plumber,"Santhosapuram, Kudremukh Colony, Koramangala, Bengaluru, Karnataka 560034",Bangalore,Karnataka,560034,12.9261191,77.6221543,,,,,,,,,,Operational,"https://www.google.com/maps/place/Anil+Business/@12.9261191,77.6221543,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15c11f50142d:0xbe275bde5e5e462c!8m2!3d12.9261191!4d77.6221543!16s%2Fg%2F11nk0sc73s?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:45:10.783701
Zam Zam Plumbing Work,Plumber,"No 786, Rajendra Nagar, Koramangala, Bengaluru, Karnataka 560047",Bangalore,Karnataka,560047,12.947652,77.6166261,07026271650,,,,,5.0,6,,,Operational,"https://www.google.com/maps/place/Zam+Zam+Plumbing+Work/@12.947652,77.6166261,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae152acd9e8705:0x6f48222b8137c610!8m2!3d12.947652!4d77.6166261!16s%2Fg%2F11sq_hnlkv?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:45:18.498737
Jagdesh Plumbing Work Kuvempu Nagarb,Plumber,,Bangalore,Karnataka,,12.7037577,77.2006244,,http://www.jagadeeshplumbingwork.com/,,,,4.8,5,,,Operational,"https://www.google.com/maps/place/Jagdesh+Plumbing+Work+Kuvempu+Nagarb/@12.7037577,77.2006244,10z/data=!3m1!4b1!4m6!3m5!1s0xc6c9dd8d597f513:0x83a35da17ae6bfb1!8m2!3d12.7037577!4d77.2006244!16s%2Fg%2F11y5gjmrhn?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:45:28.621234
Gundappa car care,Auto repair shop,"1, 1st Cross Rd, near Vishwas bar, Tavarekere, Krishna Murthi Layout, S.G. Palya, Bengaluru, Karnataka 560029",Bangalore,Karnataka,560029,12.928207,77.6081494,,,,SaturdayOpen 24 hoursSundayOpen 24 hoursMondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursFridayOpen 24 hoursSuggest new hours,,5.0,201,,,Operational,"https://www.google.com/maps/place/Gundappa+car+care/@12.928207,77.6081494,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15ccc90acd2b:0xc6944760e0fd2bdf!8m2!3d12.928207!4d77.6081494!16s%2Fg%2F11ptwy6856?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:45:59.559617
Mechanic Assists.in,Car repair and maintenance service,"13, 3rd Cross, Tavarekere Main Rd, Cashier Layout, 1st Stage, BTM 1st Stage, Bengaluru, Karnataka 560029",Bangalore,Karnataka,560029,12.9229153,77.6128184,09538380655,http://mechanicassists.in/,,SaturdayOpen 24 hoursSundayOpen 24 hoursMondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursFridayOpen 24 hoursSuggest new hours,,4.8,255,,,Operational,"https://www.google.com/maps/place/Mechanic+Assists.in/@12.9229153,77.6128184,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1454ffd8469d:0xfee1d58af984b9a0!8m2!3d12.9229153!4d77.6128184!16s%2Fg%2F11kbkfl8nc?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:46:05.560888
Bike & Car Mechanic 24×7,Mechanic,"Bannerghatta Road, Hosur Main Road, Bengaluru, Karnataka 560029",Bangalore,Karnataka,560029,12.9352312,77.6014575,09738890392,,,SaturdayOpen 24 hoursSundayOpen 24 hoursMondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursFridayOpen 24 hoursSuggest new hours,,5.0,2,,,Operational,"https://www.google.com/maps/place/Bike+%26+Car+Mechanic+24%C3%977/@12.9352312,77.6014575,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15f454247e29:0xe4a786f5bb125df1!8m2!3d12.9352312!4d77.6014575!16s%2Fg%2F11yt2qw4sv?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:46:13.249295
Suhail Automobiles,Auto repair shop,"Tavarekere Main Rd, Tavarekere, Krishna Murthi Layout, S.G. Palya, Bengaluru, Karnataka 560029",Bangalore,Karnataka,560029,12.9295937,77.6094891,08904167636,,,,,5.0,4,,,Operational,"https://www.google.com/maps/place/Suhail+Automobiles/@12.9295937,77.6094891,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1597413b7e83:0x8767878281ae42b4!8m2!3d12.9295937!4d77.6094891!16s%2Fg%2F11mcwd6xsd?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:46:21.851519
"GoMechanic - Car Mechanic & Repair Works, Bengaluru",Apartment complex,"St John's Cross Rd, Kaveri Layout, S.G. Palya, Bengaluru, Karnataka 560029",Bangalore,Karnataka,560029,12.9314187,77.610226,08398970970,https://srd1.onelink.me/7EYj/GMB,,Saturday8 am–10 pmSunday8 am–10 pmMonday8 am–10 pmTuesday8 am–10 pmWednesday8 am–10 pmThursday8 am–10 pmFriday8 am–10 pmSuggest new hours,,4.1,9,,,Operational,"https://www.google.com/maps/place/GoMechanic+-+Car+Mechanic+%26+Repair+Works,+Bengaluru/@12.9314187,77.610226,17z/data=!3m1!4b1!4m6!3m5!1s0x3a35e5764c633401:0xd4194eedc1abeaf6!8m2!3d12.9314187!4d77.610226!16s%2Fg%2F11qbs7st11?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:46:27.743112
Ayub Automobiles,Auto repair shop,"Tavarekere Main Rd, Tavarekere, S.G. Palya, Bengaluru, Karnataka 560029",Bangalore,Karnataka,560029,12.929528,77.6096049,09964502550,,,,,5.0,,,,Operational,"https://www.google.com/maps/place/Ayub+Automobiles/@12.929528,77.6096049,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15157eb1da21:0x72dd4c126fbe51c3!8m2!3d12.929528!4d77.6096049!16s%2Fg%2F11x8_x0dpf?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:46:36.118091
A R B Motor Works Bike Point,Mechanic,"Guru Condiments, Tavarekere, Venkateshwara Layout, S.G. Palya, Bengaluru, Karnataka 560029",Bangalore,Karnataka,560029,12.9309902,77.6087187,09886273630,,,Saturday9:30 am–8:30 pmSunday9:30 am–8:30 pmMonday9:30 am–8:30 pmTuesday9:30 am–8:30 pmWednesday9:30 am–8:30 pmThursday9:30 am–8:30 pmFridayClosedSuggest new hours,False,4.9,280,,,Operational,"https://www.google.com/maps/place/A+R+B+Motor+Works+Bike+Point/@12.9309902,77.6087187,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15accc0e0e23:0xc2ddca459b99da5e!8m2!3d12.9309902!4d77.6087187!16s%2Fg%2F1pxq53ngy?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:46:44.291035
AZAN MOTORS,Car repair and maintenance service,"Madina masjid, Maduramma colony, Tavarekere, BTM 1st Stage, Bengaluru, Karnataka 560029",Bangalore,Karnataka,560029,12.9211451,77.6085803,06363767578,https://azanmotors.odoo.com/,,SaturdayOpen 24 hoursSundayOpen 24 hoursMondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursFridayOpen 24 hoursSuggest new hours,,4.9,35,,,Operational,"https://www.google.com/maps/place/AZAN+MOTORS/@12.9211451,77.6085803,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae154414190503:0xcbc0c5a2626f5ff5!8m2!3d12.9211451!4d77.6085803!16s%2Fg%2F11v42v6qr6?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:46:50.834328
B.H.N Motors,Car repair and maintenance service,"104/2C, Tavarekere Main Rd, Tavarekere, Brindavan Nagar, BTM Layout, Bengaluru, Karnataka 560029",Bangalore,Karnataka,560029,12.9256903,77.6085514,09845403506,,,Saturday10:30 am–8:30 pmSunday10:30 am–8:30 pmMonday10:30 am–8:30 pmTuesday10:30 am–8:30 pmWednesday10:30 am–8:30 pmThursday10:30 am–8:30 pmFriday10:30 am–8:30 pmSuggest new hours,,5.0,63,,,Operational,"https://www.google.com/maps/place/B.H.N+Motors/@12.9256903,77.6085514,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1454d9ce0e11:0xd420b9914ac6f6cc!8m2!3d12.9256903!4d77.6085514!16s%2Fg%2F11g8xh4x8x?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:46:58.923431
Salman’s X mech - Mallu,Auto repair shop,"WJG3+G3P, Bismillahnagar, S.G. Palya, Bengaluru, Karnataka 560029",Bangalore,Karnataka,560029,12.9263441,77.6026965,,http://37.46.201.255/,,SaturdayOpen 24 hoursSundayOpen 24 hoursMondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursFridayOpen 24 hoursSuggest new hours,,4.5,8,,,Operational,"https://www.google.com/maps/place/Salman%E2%80%99s+X+mech+-+Mallu/@12.9263441,77.6026965,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae150000cbb4eb:0x5ae3c7ef14a840a6!8m2!3d12.9263441!4d77.6026965!16s%2Fg%2F11yf06_lzy?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:47:06.580420
Shanti nagar,Auto repair shop,"49/3, Tomy house, 3rd Cross Rd, Bhavani Nagar, S.G. Palya, Bengaluru, Karnataka 560029",Bangalore,Karnataka,560029,12.9306854,77.6020212,,,,,,,,,,Operational,"https://www.google.com/maps/place/Shanti+nagar/@12.9306854,77.6020212,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1500007e3299:0xc5fdf52b2a58c3ce!8m2!3d12.9306854!4d77.6020212!16s%2Fg%2F11z6312gpc?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:47:19.152939
Shri Balaji Motors,Motor scooter repair shop,"park gate, 75/21 , 7th cross, Bannerghatta Rd, near SG palya, DRC Post, Bhavani Nagar, S.G. Palya, Bengaluru, Karnataka 560029",Bangalore,Karnataka,560029,12.9295479,77.6030495,08861387721,https://shri-balaji-motors-bhavani-nagar-bengaluru.grexa.site/,,Saturday8:30 am–9:30 pmSunday8:30 am–9:30 pmMonday8:30 am–9:30 pmTuesday8:30 am–9:30 pmWednesday8:30 am–9:30 pmThursday8:30 am–9:30 pmFriday8:30 am–9:30 pmSuggest new hours,,5.0,439,,,Operational,"https://www.google.com/maps/place/Shri+Balaji+Motors/@12.9295479,77.6030495,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1572d62fa74d:0xacea983646483d6f!8m2!3d12.9295479!4d77.6030495!16s%2Fg%2F11lrkkk8dw?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:47:25.346927
AM & SS motors,Two Wheeler Repair Shop,"182, Tavarekere Main Rd, Tavarekere, Krishna Murthi Layout, S.G. Palya, Bengaluru, Karnataka 560029",Bangalore,Karnataka,560029,12.9286453,77.6092797,09900329301,,,,,3.5,2,,,Operational,"https://www.google.com/maps/place/AM+%26+SS+motors/@12.9286453,77.6092797,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15004298f499:0xa8b42f4941763458!8m2!3d12.9286453!4d77.6092797!16s%2Fg%2F11wpq1k403?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:47:33.737018
Galaxy Mechanic and puncture Shop,Two Wheeler Repair Shop,"WJJ2+F9F, 1st Main Rd, Bhavani Nagar, S.G. Palya, Bengaluru, Karnataka 560029",Bangalore,Karnataka,560029,12.9311774,77.6009128,,,,,,5.0,,,,Operational,"https://www.google.com/maps/place/Galaxy+Mechanic+and+puncture+Shop/@12.9311774,77.6009128,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15006515c25d:0x55fb5ccc1e43c6cb!8m2!3d12.9311774!4d77.6009128!16s%2Fg%2F11myq_3fsv?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:47:43.978143
Jeeva auto mobile service center (Manoj Auto Works),Auto repair shop,"160, Tavarekere Main Rd, Tavarekere, Balaji Nagar, S.G. Palya, Bengaluru, Karnataka 560029",Bangalore,Karnataka,560029,12.9269644,77.6088824,09886695185,,,Saturday8:30 am–7 pmSunday9 am–1 pmMonday8:30 am–7 pmTuesday8:30 am–7 pmWednesday8:30 am–7 pmThursday8:30 am–7 pmFriday8:30 am–7 pmSuggest new hours,,3.0,,,,Operational,"https://www.google.com/maps/place/Jeeva+auto+mobile+service+center+(Manoj+Auto+Works)/@12.9269644,77.6088824,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1454c0afb4cd:0x6c2fcaebe49f09df!8m2!3d12.9269644!4d77.6088824!16s%2Fg%2F1262wxr96?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:47:51.544194
GoMechanic - Murugan Motors,Auto repair shop,"150/1&2, Hosur Rd, opp. Forum (Nexus) Mall & Smart Bazar, Kaveri Layout, S.G. Palya, Bengaluru, Karnataka 560095",Bangalore,Karnataka,560095,12.9327937,77.6120665,09319926699,https://srd1.onelink.me/7EYj/GMB,,Saturday8 am–9 pmSunday8 am–9 pmMonday8 am–9 pmTuesday8 am–9 pmWednesday8 am–9 pmThursday8 am–9 pmFriday8 am–9 pmSuggest new hours,,3.8,121,,,Operational,"https://www.google.com/maps/place/GoMechanic+-+Murugan+Motors/@12.9327937,77.6120665,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1575624d4245:0x559e75983b02891!8m2!3d12.9327937!4d77.6120665!16s%2Fg%2F11sybgz8sn?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:47:57.646006
